Spalte1;Column1;Column12;Column2;Column3;Column4;Column5;lat;lng;Web-URL;WZ;Umsatz normiert;Finanzierungsgeschäft;Provision;Zahlungsverkehr;Ertragspotenzial;Ansprechpartner;E-Mail;Bonität;Straße
189;77110;77000;ALAG Auto-Mobil GmbH & Co. KG;50668;Köln;146.708 T€ (2007);50,94987869;6,96416378;https://www.cllb.de;Dienstleistung; 146.708.000   ; 1.423   ; 610   ; 754   ; 2.787   ;Julia Berger;Julia.Berger@cllb.de;2B;Theodor-Heuss-Ring 50
190;;;Hotel Reservation Service Robert Ragge Gesellschaft mit beschränkter Haftung;50668;Köln;146.521 T€ (2012);50,94987869;6,96416378;https://www.bloomberg.com;; 146.521.000   ; 1.861   ; 651   ; 360   ; 2.872   ;Lara Winkler;Lara.Winkler@bloomberg.com;2B;Theodor-Heuss-Ring 50
191;58110;58000;BASTEI LÜBBE AG KÖLN;51063;Köln;146.289 T€ (2017);50,94260788;6,96796608;http://www.luebbe.com;Dienstleistung; 146.289.000   ; 1.872   ; 720   ; 305   ; 2.897   ;Noah Roth;Noah.Roth@luebbe.com;3E;
192;70101;70000;Bauwens GmbH & Co. KG;50676;Köln;146.094 T€ (2017);50,93032074;6,951852798;https://www.bauwens.de;Dienstleistung; 146.094.000   ; 1.739   ; 473   ; 593   ; 2.805   ;Hauke Beck;Hauke.Beck@bauwens.de;3A;Perlengraben 75
193;46399;46000;HANDELSHOF KÖLN GmbH & Co. Kommanditgesellschaft;51105;Köln;144.601 T€ (2015);50,91752625;6,995742798;https://www.handelshof.de;Großhandel; 144.601.000   ; 1.287   ; 602   ; 887   ; 2.776   ;Maria Lorenz;Maria.Lorenz@handelshof.de;3D;Rolshover Straße 525
194;38200;38000;Buchen UmweltService GmbH;50735;Köln;144.263 T€ (2008);50,99375534;6,95991993;http://www.buchen.net;Industrie/ Handwerk; 144.263.000   ; 1.010   ; 739   ; 1.021   ; 2.770   ;Michaela Baumann;Michaela.Baumann@buchen.net;3B;Auf der Seekante 12
195;28491;28000;Humboldt Wedag GmbH;51067;Köln;144.124 T€ (2016);50,96445847;7,040765762;;Industrie/ Handwerk; 144.124.000   ; 1.297   ; 404   ; 1.124   ; 2.825   ;Sven Franke;;3B;BurgwiesenStraße 60
196;82300;82000;Uniplan GmbH & Co. KG;51063;Köln;144.116 T€ (2016);50,9667511;7,014326096;http://www.uniplan.com;Dienstleistung; 144.116.000   ; 1.773   ; 726   ; 326   ; 2.825   ;Jördis Albrecht;Joerdis.Albrecht@uniplan.com;1E;SchanzenStraße 14
197;52291;52000;MBS Speditionsgesellschaft mbH;51149;Köln;143.746 T€ (2015);50,90459442;7,047994137;https://www.go2mbs.com;Industrie/ Handwerk; 143.746.000   ; 1.251   ; 690   ; 905   ; 2.846   ;Nele Schuster;Nele.Schuster@go2mbs.com;3A;Schwarzer Weg
198;77290;77000;ALSCO BERUFSKLEIDUNGS-SERVICE Gesellschaft mit beschränkter Haftung;51149;Köln;141.634 T€ (2016);50,90459442;7,047994137;;Dienstleistung; 141.634.000   ; 1.119   ; 544   ; 1.170   ; 2.833   ;Hedda Simon;;1A;Schwarzer Weg
199;82999;82000;Sedo Holding AG;50670;Köln;139.989 T€ (2013);50,95000458;6,944939137;;Dienstleistung; 139.989.000   ; 1.442   ; 532   ; 826   ; 2.800   ;Eva Weber;;3C;Im MediaPark 6C
200;64000;64000;Jury des 5. GenoHackathon;50676;Köln;123456 T;50,92909;6,961031;https://innovationsblog.dzbank.de/2018/11/06/5-genohackathon-rapid-prototyping-am-rhein/;Dienstleistung; 123.456.000   ; 1.346   ; 464   ; 634   ; 2.444   ;Steffen Unterreiner;"alexander.doukas@vr-networld.de;yvonne_zimmermann@adgonline.de;juergen.neutgens@volksbank-koeln-bonn.de;jens.wilhelm@union-investment.de;steffen.unterreiner@fiduciagad.de;yvonne.lueckehe@gmx.de;daniela.ratkovic@web.de";2E;Maler-Bock-Gäßchen 2A
201;68000;68000;KB Düsseldorf Haus Königsallee GmbH;50667;Köln;6.333 T€ (2015);51,2229;6,77845;;Bau- und Ausbaugewerbe; 6.333.000   ; 80   ; 23   ; 12   ; 115   ;Gunnar Schwarz;;1E;Königsallee 45
202;46182;46000;GH Rheinland GmbH;50668;Köln;6.351 T€ (2013);50,94987869;6,96416378;;Großhandel; 6.351.000   ; 83   ; 20   ; 14   ; 117   ;Ben Zimmermann;;1D;Theodor-Heuss-Ring 50
203;47642;47000;Sportlädchen Sport- und Freizeitwear Vertriebs GmbH;50858;Köln;6.353 T€ (2014);50,92154694;6,857530117;https://www.sportlaedchen.de;Einzelhandel; 6.353.000   ; 62   ; 31   ; 33   ; 126   ;Josef Braun;Josef.Braun@sportlaedchen.de;1D;
204;68100;68000;Living Estate Immobilien GmbH;50935;Köln;6.378 T€ (2016);50,92298889;6,892910004;https://www.living-estate.de;Bau- und Ausbaugewerbe; 6.378.000   ; 63   ; 27   ; 38   ; 128   ;Dana Krüger;Dana.Krueger@living-estate.de;2B;WerthmannStraße 5
205;32501;32000;Stollenwerk und Cie. Fabrik für Sanitäts ausrüstungen GmbH;51069;Köln;6.400 T€ (2016);50,99786758;7,0572052;https://www.stollenwerk-koeln.de;Industrie/ Handwerk; 6.400.000   ; 67   ; 23   ; 30   ; 120   ;Lukas Hofmann;Lukas.Hofmann@stollenwerk-koeln.de;1D;Peter-Baum-Weg
206;70220;70000;MSR Consulting Group GmbH;50968;Köln;6.400 T€ (2016);50,90354538;6,9685812;https://www.msr.de;Dienstleistung; 6.400.000   ; 58   ; 25   ; 41   ; 124   ;Ilka Hartmann;Ilka.Hartmann@msr.de;3A;Bayenthalgürtel 39A
207;96090;96000;TCS-Tank Card Service GmbH;50829;Köln;6.400 T€ (2016);50,97174835;6,860268116;http://www.tcsgmbh.de;Dienstleistung; 6.400.000   ; 76   ; 26   ; 17   ; 119   ;Xanthippe Lange;Xanthippe.Lange@tcsgmbh.de;3D;Freimersdorfer Weg 6
208;28250;28000;Nederman MikroPul GmbH;51149;Köln;6.417 T€ (2015);50,90459442;7,047994137;https://www.nedermanmikropul.com;Industrie/ Handwerk; 6.417.000   ; 46   ; 23   ; 57   ; 126   ;Thomas Schmitt;Thomas.Schmitt@nedermanmikropul.com;1E;Schwarzer Weg
209;70101;70000;Pluto Beteiligungswerte AG;51067;Köln;6.452 T€ (2015);50,96445847;7,040765762;http://www.genios.de;Dienstleistung; 6.452.000   ; 65   ; 26   ; 25   ; 116   ;Mia Werner;Mia.Werner@genios.de;1B;BurgwiesenStraße 60
210;;;LEG Wohnen Köln GmbH;50676;Köln;6.461 T€ (2008);50,93032074;6,951852798;https://www.leg-wohnen.de;; 6.461.000   ; 45   ; 26   ; 45   ; 116   ;Jan Schmitz;Jan.Schmitz@leg-wohnen.de;2D;Perlengraben 75
211;62020;62000;grandcentrix GmbH;50676;Köln;6.471 T€ (2016);50,93032074;6,951852798;https://grandcentrix.net;Dienstleistung; 6.471.000   ; 46   ; 28   ; 48   ; 122   ;Leonie Krause;Leonie.Krause@grandcentrix.net;2B;Perlengraben 75
212;26119;26000;Magnet-Physik Dr. Steingroever GmbH;50996;Köln;6.491 T€ (2016);50,8836441;6,986876011;https://www.magnet-physik.de;Industrie/ Handwerk; 6.491.000   ; 79   ; 27   ; 16   ; 122   ;Finja Meier;Finja.Meier@magnet-physik.de;3A;Schillingsrotter Straße 100
213;68310;68000;GENISIS Grundstücksgesellschaft mbH;50765;Köln;6.500 T€ (2011);51,01765823;6,865549088;https://www.goyellow.de;Bau- und Ausbaugewerbe; 6.500.000   ; 54   ; 24   ; 48   ; 126   ;Paul Lehmann;Paul.Lehmann@goyellow.de;3C;
214;86909;86000;Strahleninstitut - CDT -Centrum für Diagnostik und Therapie GmbH;50668;Köln;6.500 T€ (2015);50,94987869;6,96416378;https://www.antonius-koeln.de;Dienstleistung; 6.500.000   ; 47   ; 32   ; 45   ; 124   ;Finn Schmid;Finn.Schmid@antonius-koeln.de;3C;Theodor-Heuss-Ring 50
215;38200;38000;BWE Balthasar GmbH;50968;Köln;6.500 T€ (2016);50,90354538;6,9685812;http://www.bwe-koeln.de;Industrie/ Handwerk; 6.500.000   ; 78   ; 26   ; 25   ; 129   ;Ida Schulze;Ida.Schulze@bwe-koeln.de;1B;Bayenthalgürtel 39A
216;46320;46000;ALFORI Fleischhandel GmbH;50767;Köln;6.500 T€ (2016);51,0042305;6,889099121;https://www.11880.com;Großhandel; 6.500.000   ; 81   ; 23   ; 13   ; 117   ;Kimi Maier;Kimi.Maier@11880.com;3A;Marienberger Weg 54
217;43291;43000;DUA - Die Umweltagentur GmbH & Co. KG;51149;Köln;6.500 T€ (2016);50,90459442;7,047994137;http://www.die-umweltagentur.de;Bau- und Ausbaugewerbe; 6.500.000   ; 78   ; 32   ; 17   ; 127   ;Alexander Köhler;Alexander.Koehler@die-umweltagentur.de;2B;Schwarzer Weg
218;71121;71000;Ingenieurbüro Grobecker GmbH;50679;Köln;6.500 T€ (2016);50,93482208;6,981100082;https://die-ingenieure.com;Dienstleistung; 6.500.000   ; 49   ; 29   ; 43   ; 121   ;Fiete Herrmann;Fiete.Herrmann@die-ingenieure.com;3B;WalthariStraße 14
219;81210;81000;Th. Kramer Gebäudereinigung GmbH;50829;Köln;6.500 T€ (2016);50,97174835;6,860268116;http://www.kramer-gebaeudereinigung.de;Bau- und Ausbaugewerbe; 6.500.000   ; 51   ; 28   ; 42   ; 121   ;Arvid König;Arvid.Koenig@kramer-gebaeudereinigung.de;3D;Freimersdorfer Weg 6
220;;;Talanx Pensionsmanagement AG;50679;Köln;6.514 T€ (2010);50,93482208;6,981100082;https://www.talanx-pensionsmanagement.de;; 6.514.000   ; 53   ; 27   ; 46   ; 126   ;Luca Walter;Luca.Walter@talanx-pensionsmanagement.de;2A;WalthariStraße 14
221;70210;70000;PMH Product Media Holding GmbH;50678;Köln;6.519 T€ (2013);50,92593384;6,961803913;https://www.11880.com;Dienstleistung; 6.519.000   ; 72   ; 29   ; 25   ; 126   ;Nils Mayer;Nils.Mayer@11880.com;3E;BiberStraße 14
222;85592;85000;GFU Cyrus AG;51105;Köln;6.553 T€ (2017);50,91752625;6,995742798;https://www.gfu.net;Dienstleistung; 6.553.000   ; 58   ; 22   ; 50   ; 130   ;Julia Huber;Julia.Huber@gfu.net;3E;Rolshover Straße 525
223;77390;77000;cardtech Card & POS Service GmbH;50829;Köln;6.590 T€ (2010);50,97174835;6,860268116;https://www.cardtech.de;Dienstleistung; 6.590.000   ; 46   ; 20   ; 63   ; 129   ;Lara Kaiser;Lara.Kaiser@cardtech.de;3D;Freimersdorfer Weg 6
224;46431;46000;Marcolin (Deutschland) GmbH;50676;Köln;6.600 T€ (2015);50,93032074;6,951852798;http://en.marcolin.com;Großhandel; 6.600.000   ; 55   ; 27   ; 43   ; 125   ;Noah Fuchs;Noah.Fuchs@en.marcolin.com;1D;Perlengraben 75
225;47510;47000;BERTHOLD GÖRGENS GMBH KÖLN;50676;Köln;6.600 T€ (2016);50,94260788;6,96796608;https://www.wer-zu-wem.de;Einzelhandel; 6.600.000   ; 73   ; 25   ; 26   ; 124   ;Hauke Peters;Hauke.Peters@wer-zu-wem.de;2A;
226;46693;46000;P. J. Schulz GmbH;51107;Köln;6.600 T€ (2016);50,92203522;7,077070236;https://www.pjschulz.de;Großhandel; 6.600.000   ; 61   ; 25   ; 35   ; 121   ;Maria Lang;Maria.Lang@pjschulz.de;3E;Birkenallee 28
227;45310;45000;AUGER AUTOTECHNIK GmbH;50996;Köln;6.650 T€ (2016);50,8836441;6,986876011;http://www.augerautotechnik.de;Großhandel; 6.650.000   ; 76   ; 23   ; 23   ; 122   ;Michaela Scholz;Michaela.Scholz@augerautotechnik.de;3E;Schillingsrotter Straße 100
228;22290;22000;Kunststofftechnik Hartmut Mühlhoff GmbH & Co. Kommanditgesellschaft;50767;Köln;6.660 T€ (2015);51,0042305;6,889099121;http://www.kt-muehlhoff.de;Industrie/ Handwerk; 6.660.000   ; 85   ; 24   ; 12   ; 121   ;Sven Möller;Sven.Moeller@kt-muehlhoff.de;1D;Marienberger Weg 54
229;59120;59000;MEDIAFIX GmbH;50825;Köln;6.666 T€ (2016);50,95500565;6,911117077;https://mediafix.de;Dienstleistung; 6.666.000   ; 52   ; 22   ; 54   ; 128   ;Jördis Weiß;Joerdis.Weiss@mediafix.de;2C;MarienStraße 68
230;46494;46000;Alex Breuer GmbH Industrieverpackungen;50859;Köln;6.668 T€ (2017);50,94955826;6,827770233;https://www.alexbreuer.de;Großhandel; 6.668.000   ; 70   ; 33   ; 30   ; 133   ;Nele Jung;Nele.Jung@alexbreuer.de;1E;JohanniterStraße 35
231;43220;43000;H.J. Lohmar GmbH;50677;Köln;6.700 T€ (2016);50,83958054;7,209259987;https://www.h-j-lohmar.de;Bau- und Ausbaugewerbe; 6.700.000   ; 72   ; 26   ; 33   ; 131   ;Hedda Hahn;Hedda.Hahn@h-j-lohmar.de;2B;HauptStraße 64
232;70210;70000;FoodPLUS GmbH;50672;Köln;6.725 T€ (2015);50,94238663;6,934085846;https://www.globalgap.org;Dienstleistung; 6.725.000   ; 86   ; 33   ; 16   ; 135   ;Torsten Schubert;Torsten.Schubert@globalgap.org;1A;Venloer Straße 41
233;46189;46000;2E Vertriebs-GmbH;50670;Köln;6.739 T€ (2017);50,95000458;6,944939137;http://www.2e-vertrieb.de;Großhandel; 6.739.000   ; 51   ; 20   ; 56   ; 127   ;Gesine Vogel;Gesine.Vogel@2e-vertrieb.de;1D;Im MediaPark 6C
234;46721;46000;KAUFMANN Stahl- und Metallhandel GmbH;50859;Köln;6.746 T€ (2013);50,94955826;6,827770233;https://www.kaufmann-stahl.de;Großhandel; 6.746.000   ; 59   ; 32   ; 32   ; 123   ;Kjell Friedrich;Kjell.Friedrich@kaufmann-stahl.de;1B;JohanniterStraße 35
235;70220;70000;neues handeln GmbH;50674;Köln;6.800 T€ (2015);50,93148422;6,933364868;https://www.neueshandeln.de;Dienstleistung; 6.800.000   ; 54   ; 29   ; 50   ; 133   ;Linda Keller;Linda.Keller@neueshandeln.de;2C;DasselStraße 68
236;46300;46000;cc Cool Drink GmbH;51063;Köln;6.800 T€ (2015);50,9667511;7,014326096;;Großhandel; 6.800.000   ; 78   ; 23   ; 21   ; 122   ;Ruth Günther;;1E;SchanzenStraße 14
237;46184;46000;Bodynova GmbH;50933;Köln;6.800 T€ (2015);50,94226074;6,880349159;https://bodynova.de;Großhandel; 6.800.000   ; 65   ; 24   ; 39   ; 128   ;Eva Frank;Eva.Frank@bodynova.de;1C;WendelinStraße 90
238;46520;46000;Peres GmbH;50829;Köln;6.800 T€ (2016);50,97174835;6,860268116;http://www.peres.de;Großhandel; 6.800.000   ; 85   ; 34   ; 5   ; 124   ;Christina Berger;Christina.Berger@peres.de;3A;Freimersdorfer Weg 6
239;46433;46000;MEDIATEC Video- und Audio-Service GmbH;50825;Köln;6.800 T€ (2016);50,95500565;6,911117077;https://www.mediatec.de;Großhandel; 6.800.000   ; 61   ; 27   ; 40   ; 128   ;Lennja Winkler;Lennja.Winkler@mediatec.de;2E;MarienStraße 68
240;96090;96000;MVDA Service GmbH;50996;Köln;6.800 T€ (2017);50,8836441;6,986876011;https://www.mvda.de;Dienstleistung; 6.800.000   ; 53   ; 22   ; 51   ; 126   ;Rory Roth;Rory.Roth@mvda.de;2C;Schillingsrotter Straße 100
241;66220;66000;Ferber & Moskopp Gesellschaft mit beschränkter Haftung;50931;Köln;6.800 T€ (2017);50,93260956;6,919215202;https://www.ferber-moskopp.de;Dienstleistung; 6.800.000   ; 75   ; 23   ; 27   ; 125   ;Elias Beck;Elias.Beck@ferber-moskopp.de;1B;FrangenheimStraße 28A
242;47650;47000;"Toys ""R"" Us Operations GmbH";50827;Köln;6.827 T€ (2010);50,97005081;6,89417696;https://en.wikipedia.org;Einzelhandel; 6.827.000   ; 59   ; 29   ; 47   ; 135   ;Andrea Lorenz;Andrea.Lorenz@en.wikipedia.org;3E;MühlenWeg 216
243;46491;46000;TOMY Deutschland GmbH;50674;Köln;6.888 T€ (2016);50,93148422;6,933364868;https://de.tomy.com;Großhandel; 6.888.000   ; 56   ; 25   ; 48   ; 129   ;Svea Baumann;Svea.Baumann@de.tomy.com;2B;DasselStraße 68
244;32501;32000;F. & M. Lautenschläger GmbH & Co. KG;50996;Köln;6.900 T€ (2017);50,8836441;6,986876011;http://www.lautenschlaeger.net;Industrie/ Handwerk; 6.900.000   ; 72   ; 32   ; 30   ; 134   ;Sören Franke;Soeren.Franke@lautenschlaeger.net;3C;Schillingsrotter Straße 100
245;20410;20000;Werner Sauer GmbH & Co. KG;50933;Köln;6.907 T€ (2014);50,94226074;6,880349159;https://www.autoplenum.de;Industrie/ Handwerk; 6.907.000   ; 72   ; 36   ; 29   ; 137   ;Lasse Albrecht;Lasse.Albrecht@autoplenum.de;3C;WendelinStraße 90
246;87100;87000;AWO Gesellschaft für Altenhilfeeinrichtungen Aachen mbH;50765;Köln;6.995 T€ (2016);51,01765823;6,865549088;https://www.awo-sz-morillenhang.de;Bau- und Ausbaugewerbe; 6.995.000   ; 67   ; 29   ; 37   ; 133   ;Emma Schuster;Emma.Schuster@awo-sz-morillenhang.de;1E;
247;73100;73000;Petersberk GmbH;51063;Köln;7.000 T€ (2007);50,9667511;7,014326096;http://www.autohaus-petersberg.com;Dienstleistung; 7.000.000   ; 89   ; 32   ; 6   ; 127   ;Fynn Simon;Fynn.Simon@autohaus-petersberg.com;3B;SchanzenStraße 14
248;46480;46000;TAM GmbH;50672;Köln;7.000 T€ (2011);50,94238663;6,934085846;http://www.tamonline.de;Großhandel; 7.000.000   ; 83   ; 26   ; 27   ; 136   ;Carolin Ludwig;Carolin.Ludwig@tamonline.de;2C;Venloer Straße 41
249;71122;71000;AWD Ingenieurgesellschaft mbH;50677;Köln;7.000 T€ (2015);50,92203522;6,949436188;http://www.awd-ingenieure.info;Dienstleistung; 7.000.000   ; 60   ; 25   ; 47   ; 132   ;Oliver Böhm;Oliver.Boehm@awd-ingenieure.info;1C;KleingedankStraße 11
250;52291;52000;WK Entsorgung GmbH;50999;Köln;7.000 T€ (2015);50,87046051;7,015705109;;Industrie/ Handwerk; 7.000.000   ; 88   ; 35   ; 16   ; 139   ;Svenja Winter;;2A;SchlehenWeg 15
251;62090;62000;Daten Info Service Eibl GmbH;50735;Köln;7.000 T€ (2015);50,99375534;6,95991993;https://www.immowelt.de;Dienstleistung; 7.000.000   ; 64   ; 23   ; 47   ; 134   ;Gunnar Kraus;Gunnar.Kraus@immowelt.de;1E;Auf der Seekante 12
252;46750;46000;LEAD Deutschland GmbH;50825;Köln;7.000 T€ (2015);50,95500565;6,911117077;https://www.lead.de;Großhandel; 7.000.000   ; 79   ; 33   ; 27   ; 139   ;Ben Martin;Ben.Martin@lead.de;3D;MarienStraße 68
253;46693;46000;SegenSolar GmbH;50859;Köln;7.000 T€ (2016);50,94955826;6,827770233;https://segensolar.de;Großhandel; 7.000.000   ; 90   ; 25   ; 21   ; 136   ;Josef Schumacher;Josef.Schumacher@segensolar.de;2E;JohanniterStraße 35
254;68100;68000;Neu Engeldorfer Hof Bauträger GmbH;50968;Köln;7.000 T€ (2016);50,85299;6,92162;https://www.redacon.eu;Bau- und Ausbaugewerbe; 7.000.000   ; 91   ; 31   ; 5   ; 127   ;Dana Krämer;Dana.Kraemer@redacon.eu;1E;Brühler Landstraße 0
255;1400;14000;ILTERIS GmbH;51143;Köln;7.000 T€ (2016);50,86494446;7,047078133;;Industrie/ Handwerk; 7.000.000   ; 50   ; 22   ; 61   ; 133   ;Lukas Vogt;;3A;Houdainer Straße 48
256;46734;46000;THOMA-Betonwaren GmbH;50767;Köln;7.006 T€ (2016);51,0042305;6,889099121;https://www.thoma-beton.de;Großhandel; 7.006.000   ; 83   ; 26   ; 26   ; 135   ;Ilka Stein;Ilka.Stein@thoma-beton.de;3D;Marienberger Weg 54
257;43220;43000;ClimaLevel Energiesysteme GmbH;50859;Köln;7.072 T€ (2015);50,94955826;6,827770233;http://www.climalevel.com;Bau- und Ausbaugewerbe; 7.072.000   ; 57   ; 28   ; 55   ; 140   ;Xanthippe Jäger;Xanthippe.Jaeger@climalevel.com;1D;JohanniterStraße 35
258;35130;35000;Genek Gesellschaft für Energieeinkauf mbH & Co. KG;50969;Köln;7.075 T€ (2013);;;https://www.genek.de;Dienstleistung; 7.075.000   ; 92   ; 32   ; 16   ; 140   ;Thomas Otto;Thomas.Otto@genek.de;2D;
259;;;ALLIANCE Hospitality Germany GmbH;50668;Köln;7.078 T€ (2008);50,94987869;6,96416378;https://dufehlstuns.de;; 7.078.000   ; 79   ; 30   ; 21   ; 130   ;Mia Sommer;Mia.Sommer@dufehlstuns.de;3B;Theodor-Heuss-Ring 50
260;28290;28000;Munk + Schmitz Oberflächentechnik GmbH & Co. KG;51105;Köln;7.100 T€ (2015);50,91752625;6,995742798;https://www.munk-schmitz.de;Industrie/ Handwerk; 7.100.000   ; 50   ; 30   ; 49   ; 129   ;Jan Groß;Jan.Gross@munk-schmitz.de;2A;Rolshover Straße 525
261;70220;70000;SoCura MD GmbH;50679;Köln;7.100 T€ (2016);50,93482208;6,981100082;https://www.socura.de;Dienstleistung; 7.100.000   ; 55   ; 36   ; 38   ; 129   ;Leonie Seidel;Leonie.Seidel@socura.de;3E;WalthariStraße 14
262;70220;70000;Interbrand GmbH;50823;Köln;7.127 T€ (2015);50,9512291;6,926065922;https://www.interbrand.com;Dienstleistung; 7.127.000   ; 60   ; 34   ; 36   ; 130   ;Finja Heinrich;Finja.Heinrich@interbrand.com;1D;Subbelrather Straße 151
263;68200;68000;iMAD GmbH;50672;Köln;7.130 T€ (2016);50,94238663;6,934085846;https://www.northdata.de;Bau- und Ausbaugewerbe; 7.130.000   ; 68   ; 20   ; 40   ; 128   ;Paul Brandt;Paul.Brandt@northdata.de;1E;Venloer Straße 41
264;;;Schiffbauer & Co Heizungs-Sanitär GmbH;50823;Köln;7.132 T€ (2008);50,9512291;6,926065922;https://www.sanitaer-und-heizungsbau.com;; 7.132.000   ; 67   ; 23   ; 38   ; 128   ;Finn Haas;Finn.Haas@sanitaer-und-heizungsbau.com;2D;Subbelrather Straße 151
265;46143;46000;COMPOSE GmbH;50769;Köln;7.148 T€ (2016);51,04626083;6,850763798;https://www.northdata.de;Großhandel; 7.148.000   ; 59   ; 25   ; 45   ; 129   ;Ida Schreiber;Ida.Schreiber@northdata.de;1D;BaptistStraße 44
266;46422;46000;MAKOTEX Schuh- und Textilhandelsgesellschaft mbH;51107;Köln;7.150 T€ (2014);50,92203522;7,077070236;http://www.makotex.de;Großhandel; 7.150.000   ; 63   ; 21   ; 53   ; 137   ;Kimi Graf;Kimi.Graf@makotex.de;1C;Birkenallee 28
267;;;Wunderman GmbH;51063;Köln;7.156 T€ (2010);50,9667511;7,014326096;;; 7.156.000   ; 68   ; 35   ; 39   ; 142   ;Alexander Schulte;;3A;SchanzenStraße 14
268;59110;59000;Joker Productions GmbH;50825;Köln;7.200 T€ (2015);50,95500565;6,911117077;http://joker-productions.webflow.io;Dienstleistung; 7.200.000   ; 94   ; 32   ; 11   ; 137   ;Fiete Dietrich;Fiete.Dietrich@joker-productions.webflow.io;3E;MarienStraße 68
269;78300;78000;BRINKHOF Personalservice GmbH;50667;Köln;7.214 T€ (2007);50,93931961;6,95490694;https://www.11880.com;Dienstleistung; 7.214.000   ; 87   ; 23   ; 24   ; 134   ;Arvid Ziegler;Arvid.Ziegler@11880.com;2B;MinoritenStraße 9
270;59120;59000;The Match Factory GmbH;50668;Köln;7.237 T€ (2016);50,94987869;6,96416378;https://www.the-match-factory.com;Dienstleistung; 7.237.000   ; 77   ; 27   ; 26   ; 130   ;Luca Kuhn;Luca.Kuhn@the-match-factory.com;2B;Theodor-Heuss-Ring 50
271;16230;16000;Wallburger Gesellschaft mit beschränkter Haftung;50679;Köln;7.253 T€ (2016);50,93482208;6,981100082;https://www.wallburger.de;Industrie/ Handwerk; 7.253.000   ; 59   ; 28   ; 57   ; 144   ;Nils Kühn;Nils.Kuehn@wallburger.de;1C;WalthariStraße 14
272;77330;77000;All-in-One Vermietungsgesellschaft für Telekommunikationsanlagen mbH;50674;Köln;7.285 T€ (2015);50,93148422;6,933364868;https://www.dasoertliche.de;Dienstleistung; 7.285.000   ; 71   ; 33   ; 39   ; 143   ;Julia Pohl;Julia.Pohl@dasoertliche.de;1E;DasselStraße 68
273;23630;23000;TBL Transportbeton Libur GmbH & Co. KG;51147;Köln;7.300 T€ (2016);50,87181473;7,126286983;https://www.tbl-transportbeton.de;Industrie/ Handwerk; 7.300.000   ; 74   ; 29   ; 28   ; 131   ;Lara Engel;Lara.Engel@tbl-transportbeton.de;2D;Heinrich-Steinmann-Straße
274;;;DRUCKHAUS und VERLAG LOCHER GMBH;50968;Köln;7.306 T€ (2004);50,90354538;6,9685812;http://www.locher-medien.de;; 7.306.000   ; 82   ; 37   ; 21   ; 140   ;Noah Horn;Noah.Horn@locher-medien.de;3D;Bayenthalgürtel 39A
275;70220;70000;Yadastar GmbH;50674;Köln;7.309 T€ (2016);50,93148422;6,933364868;http://www.yadastar.com;Dienstleistung; 7.309.000   ; 82   ; 34   ; 27   ; 143   ;Hauke Busch;Hauke.Busch@yadastar.com;3A;DasselStraße 68
276;62020;62000;KI Business Performance GmbH;50672;Köln;7.317 T€ (2016);50,94238663;6,934085846;http://www.ki-performance.com;Dienstleistung; 7.317.000   ; 59   ; 36   ; 38   ; 133   ;Maria Bergmann;Maria.Bergmann@ki-performance.com;1D;Venloer Straße 41
277;52299;52000;Toyota Logistics Services Deutschland GmbH;50858;Köln;7.317 T€ (2016);50,91482;6,85671;https://www.kununu.com;Industrie/ Handwerk; 7.317.000   ; 51   ; 31   ; 63   ; 145   ;Michaela Thomas;Michaela.Thomas@kununu.com;3A;Toyota-Allee 42A
278;55101;55000;Aquamaris GmbH & Co. Strandresidenz Rügen KG;50858;Köln;7.372 T€ (2015);50,92154694;6,857530117;https://www.aquamaris.de;Dienstleistung; 7.372.000   ; 64   ; 29   ; 46   ; 139   ;Sven Voigt;Sven.Voigt@aquamaris.de;3C;
279;20300;20000;Spies Hecker GmbH;50858;Köln;7.373 T€ (2015);50,92154694;6,857530117;http://www.spieshecker.com;Industrie/ Handwerk; 7.373.000   ; 93   ; 30   ; 10   ; 133   ;Jördis Sauer;Joerdis.Sauer@spieshecker.com;2E;
280;79110;79000;Reisebüro TRAVELWORLD GmbH;51147;Köln;7.400 T€ (2011);50,87181473;7,126286983;https://branchenbuch.meinestadt.de;Dienstleistung; 7.400.000   ; 57   ; 33   ; 43   ; 133   ;Nele Arnold;Nele.Arnold@branchenbuch.meinestadt.de;2E;Heinrich-Steinmann-Straße
281;62020;62000;A3Tech GmbH;50769;Köln;7.416 T€ (2015);51,04626083;6,850763798;https://branchenbuch.meinestadt.de;Dienstleistung; 7.416.000   ; 65   ; 30   ; 46   ; 141   ;Hedda Wolff;Hedda.Wolff@branchenbuch.meinestadt.de;2C;BaptistStraße 44
282;;;Avrasya GmbH -Fleischgroßhandel und Dönerproduktion-;50769;Köln;7.417 T€ (2006);51,04626083;6,850763798;https://duesseldorf.stadtbranchenbuch.com;; 7.417.000   ; 55   ; 34   ; 47   ; 136   ;Torsten Pfeiffer;Torsten.Pfeiffer@duesseldorf.stadtbranchenbuch.com;1A;BaptistStraße 44
283;68201;68000;Deutsch-Japanisches Center GmbH c/o Art-Invest Real Estate;50667;Köln;7.420 T€ (2015);50,93931961;6,95490694;https://www.art-invest.de;Bau- und Ausbaugewerbe; 7.420.000   ; 85   ; 25   ; 27   ; 137   ;Gesine Schubert;Gesine.Schubert@art-invest.de;3E;MinoritenStraße 9
